ID,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE
1577881-20101216,7851 S RIDGELAND AVE  ,CHICAGO,IL,60649,8,22,4,41.75184859,-87.58194868
47540-20100916,181 W RANDOLPH ST  1ST,CHICAGO,IL,60601,42,9,1,41.88436092,-87.63349292
41181-20110616,2460 W 47TH ST 1ST ,CHICAGO,IL,60632,12,20,9,41.80851236,-87.68662619
42611-20110616,3901 S KEDZIE AVE  1ST,CHICAGO,IL,60632,14,22,9,41.8225154,-87.70431578
43396-20110616,5145 S ARCHER AVE 1ST ,CHICAGO,IL,60632,23,10,8,41.80032065,-87.73163265
54986-20101016,440 S LA SALLE ST  850A,CHICAGO,IL,60605,2,49,1,41.87588847,-87.63188472
44054-20110616,1220 W 69TH ST 1ST ,CHICAGO,IL,60636,17,39,7,41.76878906,-87.65511556
44447-20110616,4484 S ARCHER AVE 1ST ,CHICAGO,IL,60632,14,10,8,41.81180515,-87.70819602
45535-20110616,4336 S ARCHER AVE 1ST ,CHICAGO,IL,60632,14,23,9,41.81464768,-87.70356754
46813-20110616,7232 S WESTERN AVE  ,CHICAGO,IL,60636,18,33,8,41.76187781,-87.68331206
50150-20110616,5160 S PULASKI RD  108,CHICAGO,IL,60632,23,6,8,41.79875026,-87.72346641
22672-20100816,5737 N NORTHWEST HWY  ,CHICAGO,IL,60631,41,21,16,41.9860827,-87.78767431
2048994-20100802,525 W MONROE ST 13TH 1350,CHICAGO,IL,60661,2,12,1,41.88046315,-87.64080388
39861-20101016,440 S LA SALLE ST 38TH ,CHICAGO,IL,60605,2,49,1,41.87588847,-87.63188472
51148-20110616,5220 S PULASKI RD  W 45,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
53429-20110616,5220 S PULASKI RD  1ST,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
2138577-20120215,1114 W ARGYLE ST 1ST ,CHICAGO,IL,60640,48,56,20,41.97337489,-87.65839964
2138406-20120214,5961 S KEDZIE AVE  1,CHICAGO,IL,60629,16,39,8,41.78451998,-87.70315312
2138368-20120214,2903 W 59TH ST 1ST ,CHICAGO,IL,60629,16,35,8,41.78625382,-87.69618241
58708-20110616,5220 S PULASKI RD  1,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
61128-20110616,5937 S ASHLAND AVE  1,CHICAGO,IL,60636,15,37,7,41.78564265,-87.66422252
2138374-20120214,2358 W TOUHY AVE 1 1,CHICAGO,IL,60645,49,40,24,42.01238942,-87.68993663
2014223-20101216,7131 S JEFFERY BLVD 1 J,CHICAGO,IL,60649,5,54,3,41.76518952,-87.5761331
49510-20111016,6056 W IRVING PARK RD 1ST ,CHICAGO,IL,60634,38,21,16,41.95312502,-87.7790768
63301-20110616,6955 S ASHLAND AVE 1ST ,CHICAGO,IL,60636,17,1,7,41.76693743,-87.66369768
64710-20110616,2605 W 51ST ST  1,CHICAGO,IL,60632,14,33,9,41.80095829,-87.68936074
65886-20110616,5220 S PULASKI RD  W 28,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
2069632-20101207,8612 S KEDZIE AVE 1ST ,CHICAGO,IL,60652,18,10,8,41.73652282,-87.70219329
68537-20110616,3224 W 47TH ST 1ST ,CHICAGO,IL,60632,14,20,8,41.80821538,-87.70504304
69476-20110616,2539 W 47TH ST 1ST ,CHICAGO,IL,60632,12,17,9,41.80826422,-87.68847414
43988-20100816,6680 N NORTHWEST HWY 1ST ,CHICAGO,IL,60631,41,5,16,42.00229576,-87.81561966
1474387-20100916,200 N LA SALLE ST 18TH 1800,CHICAGO,IL,60601,42,9,1,41.88576112,-87.63259515
2069645-20101207,611 E 75TH ST 1 ,CHICAGO,IL,60619,6,38,6,41.75838667,-87.60977021
2069646-20101207,1238-1300 N KOSTNER AVE FIRST ,CHICAGO,IL,60651,37,3,25,41.90368033,-87.73632098
2069651-20101206,2223 S WENTWORTH AVE 1ST ,CHICAGO,IL,60616,25,14,9,41.85220025,-87.63185167
48016-20100916,2 N RIVERSIDE PLZ  ,CHICAGO,IL,60606,42,21,1,41.88197705,-87.63887584
2069655-20101207,3250 N LINCOLN AVE 1 ,CHICAGO,IL,60657,32,38,19,41.94097338,-87.66972516
73408-20110616,4461 S ARCHER AVE 1ST ,CHICAGO,IL,60632,14,10,8,41.81213915,-87.70719313
2069669-20101207,2 S LEAVITT ST 1ST CMRCIAL,CHICAGO,IL,60612,2,23,12,41.88117969,-87.68167723
2069674-20101206,5636 N BROADWAY AVE 1 1B,CHICAGO,IL,60660,48,1,20,41.98473963,-87.66025059
1242855-20100816,3032 S PULASKI RD  ,CHICAGO,IL,60623,22,27,10,41.83771442,-87.72451649
1648531-20111016,4138 W 63RD ST  ,CHICAGO,IL,60629,13,34,8,41.77871918,-87.72674023
2069678-20101207,3200 S KEDZIE AVE 1 2B,CHICAGO,IL,60623,22,15,10,41.83517807,-87.70490856
2069682-20101207,833 W CHICAGO AVE 1ST FLOOR 103,CHICAGO,IL,60642,27,54,12,41.89626551,-87.64896193
2069683-20101206,2822 N MILWAUKEE AVE 1ST A,CHICAGO,IL,60618,35,11,14,41.93246887,-87.71321251
1336571-20111016,3858 W 63RD ST  ,CHICAGO,IL,60629,13,40,8,41.77880698,-87.72018769
2069288-20101206,2234 W TAYLOR ST 1ST ,CHICAGO,IL,60612,25,4,12,41.86913751,-87.68258181
27432-20110616,3967 S ARCHER AVE  1ST,CHICAGO,IL,60632,12,24,9,41.82142366,-87.69205649
2069692-20101207,2752 W DEVON AVE 1ST ,CHICAGO,IL,60659,50,19,24,41.99767578,-87.6993329
2008586-20111016,6857 W BELMONT AVE 1 ,CHICAGO,IL,60634,36,50,25,41.93801442,-87.79799018
1743022-20101216,2029 W BELMONT AVE  ,CHICAGO,IL,60618,32,45,19,41.93944855,-87.67952757
44019-20110616,4450 S TALMAN AVE  1,CHICAGO,IL,60632,12,25,9,41.81228583,-87.69080524
46001-20110616,2700 W 50TH ST 1ST ,CHICAGO,IL,60632,14,33,9,41.80296283,-87.69166453
1943143-20100816,4243 W ARTHINGTON ST GROUNDLEVE ,CHICAGO,IL,60624,24,32,11,41.86983367,-87.73197305
1985288-20101216,2649 E 79TH ST 1ST ,CHICAGO,IL,60649,7,7,4,41.75171392,-87.55943061
73563-20100916,1 S WACKER DR  400,CHICAGO,IL,60606,2,12,1,41.88188623,-87.63661833
1542100-20110616,4201 W 36TH ST  ,CHICAGO,IL,60632,,,10,41.82711884,-87.72915153
1899148-20110616,5000 S HOMAN AVE 1ST ,CHICAGO,IL,60632,14,11,8,41.80248968,-87.70886086
1518638-20111016,4022 W 59TH ST  ,CHICAGO,IL,60629,13,21,8,41.78603672,-87.72389102
1845942-20101216,4136 N KEDZIE AVE 1 ,CHICAGO,IL,60618,33,15,17,41.95686998,-87.70825405
10307-20100816,3357-3359 W 16TH ST  ,CHICAGO,IL,60623,24,12,10,41.85892069,-87.71017389
46947-20111016,5721 W IRVING PARK RD 1ST ,CHICAGO,IL,60634,38,23,16,41.95302808,-87.7702944
2021180-20111016,13514 S AVENUE O  1 ,CHICAGO,IL,60633,10,5,4,41.6495578,-87.54004031
1243248-20100816,8600 W BRYN MAWR AVE # 26,CHICAGO,IL,60631,41,28,16,41.98113455,-87.84163842
19766-20100816,2816 W CERMAK RD  1,CHICAGO,IL,60623,12,7,10,41.85200195,-87.69627038
11451-20111016,4317 N CENTRAL AVE  1,CHICAGO,IL,60634,38,42,16,41.95921084,-87.76705418
59400-20111016,5850 S KEDZIE AVE 1ST ,CHICAGO,IL,60629,14,3,8,41.78656259,-87.7035031
26188-20110616,7443 S RACINE AVE  1ST,CHICAGO,IL,60636,17,28,7,41.75835601,-87.65379595
38572-20101216,3719 W MONTROSE AVE  ,CHICAGO,IL,60618,39,28,17,41.96092018,-87.72124985
1300477-20110616,3301 W 47TH ST  ,CHICAGO,IL,60632,14,20,8,41.80797782,-87.70664425
31748-20101216,4101 N ROCKWELL ST 1ST ,CHICAGO,IL,60618,47,16,19,41.95591919,-87.69313502
1475681-20111016,6257 W BELMONT AVE  ,CHICAGO,IL,60634,36,53,25,41.93824691,-87.783306
1875062-20111016,8110 W ADDISON ST  ,CHICAGO,IL,60634,36,39,16,41.94505899,-87.82955614
79717-20111016,6055 W ADDISON ST 1ST ,CHICAGO,IL,60634,38,27,16,41.94564,-87.7786638
54835-20101216,1611 E 75TH ST  1,CHICAGO,IL,60649,8,20,4,41.75866345,-87.58524666
1620168-20101216,2058 E 71ST ST 1 ,CHICAGO,IL,60649,5,40,3,41.76637268,-87.57391936
1095658-20111016,4011 W 63RD ST  ,CHICAGO,IL,60629,13,40,8,41.77854332,-87.723278
2008568-20111016,7100 N WESTERN AVE 1 1,CHICAGO,IL,60645,50,6,24,42.01107597,-87.69036809
31442-20110616,4240 W 40TH ST 1ST ,CHICAGO,IL,60632,14,25,8,41.81939045,-87.72975716
65147-20111016,6615 W HIGGINS AVE 1ST ,CHICAGO,IL,60656,41,30,16,41.9779403,-87.79333925
6715-20111016,5620-5624 W IRVING PARK RD 1ST ,CHICAGO,IL,60634,38,44,16,41.95328082,-87.76785187
1478407-20111016,3104 N HARLEM AVE  ,CHICAGO,IL,60634,36,35,25,41.93655533,-87.80684535
29210-20101216,2237 W IRVING PARK RD  1ST,CHICAGO,IL,60618,47,2,19,41.95395358,-87.68505415
22737-20100816,3925 W MADISON ST  1,CHICAGO,IL,60624,28,18,11,41.88063904,-87.72395135
1198159-20111016,2640 W TOUHY AVE  ,CHICAGO,IL,60645,50,18,24,42.01224972,-87.69662872
8698-20111016,8755 W HIGGINS RD  970,CHICAGO,IL,60631,41,28,16,41.98752558,-87.84508015
1244926-20100816,3555 W OGDEN AVE  ,CHICAGO,IL,60623,24,26,10,41.85457036,-87.71436088
2017037-20111016,4354 N CENTRAL AVE 1ST ,CHICAGO,IL,60634,38,44,16,41.96031896,-87.76738525
1489787-20111016,6629 W IRVING PARK RD  309,CHICAGO,IL,60634,38,8,16,41.95269714,-87.79267594
1975614-20111016,6205 W GRACE ST  ,CHICAGO,IL,60634,38,46,16,41.94924098,-87.78179435
43439-20110616,4600 S KOLIN AVE  ,CHICAGO,IL,60632,14,2,8,41.80949738,-87.73258873
49675-20110616,5759 S WESTERN AVE 1ST ,CHICAGO,IL,60636,16,6,8,41.78845308,-87.68374011
1893191-20101216,7629 S JEFFERY BLVD 1 ,CHICAGO,IL,60649,8,60,4,41.75618039,-87.57593911
2069698-20101207,9124 S COMMERCIAL AVE 1 1,CHICAGO,IL,60617,10,25,4,41.72930201,-87.55138435
2069700-20101207,111 N CANAL ST 15TH 1551,CHICAGO,IL,60606,42,21,1,41.88356531,-87.63963728
2069701-20101208,1122 N LA SALLE DR FIRST ,CHICAGO,IL,60610,43,51,18,41.9025251,-87.63302401
1043593-20110616,4929 S PULASKI RD  ,CHICAGO,IL,60632,14,27,8,41.80326489,-87.72330351
1043333-20110616,3258 W 55TH ST  ,CHICAGO,IL,60632,14,34,8,41.79359013,-87.70586719
2069704-20101207,3200 S KEDZIE AVE 1 2K,CHICAGO,IL,60623,22,15,10,41.83517807,-87.70490856
2069708-20101207,3200 S KEDZIE AVE 1 2L,CHICAGO,IL,60623,22,15,10,41.83517807,-87.70490856
1270679-20111016,3900 W 74TH ST  ,CHICAGO,IL,60629,,,8,41.7572664,-87.72057278
35049-20111016,7521 W BELMONT AVE  1,CHICAGO,IL,60634,36,31,25,41.93784983,-87.81497941
1816829-20111016,4100 W 63RD ST 1 ,CHICAGO,IL,60629,13,33,8,41.77873775,-87.72526679
1044278-20110616,1953 W 55TH BLVD  ,CHICAGO,IL,60636,15,23,7,41.79344323,-87.67396813
2026983-20111016,6402 N MOZART ST 1 ,CHICAGO,IL,60645,50,33,24,41.99768131,-87.7010209
1803689-20111016,5945 W IRVING PARK RD 1 ,CHICAGO,IL,60634,38,48,16,41.95295622,-87.77616352
38904-20111016,5926 S PULASKI RD 1ST ,CHICAGO,IL,60629,13,33,8,41.78518089,-87.72308692
59092-20100916,300 E RANDOLPH ST  1ST,CHICAGO,IL,60601,42,50,1,41.88462378,-87.62047604
43410-20111016,3900 N HARLEM AVE 1ST ,CHICAGO,IL,60634,38,3,16,41.95075539,-87.80734717
1617673-20111016,3715 N HARLEM AVE 1 ,CHICAGO,IL,60634,36,38,16,41.94756856,-87.80693855
1044662-20110616,5533 S ASHLAND AVE  ,CHICAGO,IL,60636,16,5,7,41.79263925,-87.66440246
2017594-20111016,4223 W 59TH ST 1 1,CHICAGO,IL,60629,13,40,8,41.78576469,-87.72891955
1885092-20111016,2841 N NARRAGANSETT AVE 1ST D,CHICAGO,IL,60634,29,9,25,41.93223178,-87.7855839
2069717-20101207,6470 W NORTH AVE 1ST ,CHICAGO,IL,60707,36,24,25,41.90922239,-87.78785244
1046102-20110616,2621 W 51ST ST  ,CHICAGO,IL,60632,14,33,9,41.80094542,-87.69009163
1932568-20101216,2312 W ROSCOE ST 1ST & 2ND ,CHICAGO,IL,60618,32,25,19,41.94323077,-87.68629515
2124426-20111014,3868 N LINCOLN AVE 2ND 2,CHICAGO,IL,60613,47,6,19,41.95225388,-87.67759502
2069727-20101207,5242 W DIVERSEY AVE 1ST ,CHICAGO,IL,60639,31,45,25,41.931488,-87.75814344
1047719-20110616,2541 W 51ST ST  ,CHICAGO,IL,60632,14,17,9,41.8009764,-87.68829686
2069728-20101208,4411 S KILDARE BLVD 1ST ,CHICAGO,IL,60632,14,25,8,41.81280816,-87.73111091
1092086-20110616,3715 W 55TH ST  ,CHICAGO,IL,60632,23,9,8,41.79319274,-87.71646019
2124393-20111014,2418 W NORTH AVE 1ST ,CHICAGO,IL,60647,1,27,14,41.91042045,-87.68804551
1094453-20110616,4529 S KNOX AVE  ,CHICAGO,IL,60632,23,31,8,41.81043582,-87.73943313
1718469-20111016,3633 N HARLEM AVE  ,CHICAGO,IL,60634,36,38,16,41.94625518,-87.80689281
2124378-20111014,5901 N CICERO AVE 4 405,CHICAGO,IL,60646,39,20,17,41.98881553,-87.74817539
1798545-20110616,2045-2047 W 63RD ST  ,CHICAGO,IL,60636,15,39,7,41.77918119,-87.67568317
2124364-20111014,3151 N HALSTED ST 1ST ,CHICAGO,IL,60657,44,,,41.93931673,-87.64909839
2069739-20101208,209 S LA SALLE ST 8 820,CHICAGO,IL,60604,42,9,1,41.87911455,-87.63213674
1094975-20110616,4503 S KILDARE BLVD  ,CHICAGO,IL,60632,14,2,8,41.81128665,-87.73105647
1247019-20111016,6057 W IRVING PARK RD  ,CHICAGO,IL,60634,38,43,16,41.95290546,-87.77908049
1677273-20111016,5650 S KEDZIE AVE  ,CHICAGO,IL,60629,14,3,8,41.79019733,-87.70360845
1943175-20111016,3920 W 71ST ST  ,CHICAGO,IL,60629,13,41,8,41.76422535,-87.7207977
65235-20111016,2653 -2657 W 63RD ST # 1ST,CHICAGO,IL,60629,15,48,8,41.77904733,-87.69064139
1843851-20111016,13301 S BRANDON AVE 1 1F,CHICAGO,IL,60633,10,15,4,41.65358676,-87.54576809
1517497-20111016,2718 W TOUHY AVE  ,CHICAGO,IL,60645,50,1,24,42.01221457,-87.69815852
1272742-20111016,6005 S KEDZIE AVE  ,CHICAGO,IL,60629,16,35,8,41.78422575,-87.70314033
2027855-20111016,13303 S BRANDON AVE 1 ,CHICAGO,IL,60633,10,15,4,41.65353012,-87.54576817
2069740-20101207,7601 S CICERO AVE 1ST 824,CHICAGO,IL,60652,13,22,8,41.75466012,-87.74138476
28248-20111016,5850 W MONTROSE AVE  ,CHICAGO,IL,60634,38,45,16,41.96050046,-87.77420214
1959857-20111016,4005 N NASHVILLE AVE  ,CHICAGO,IL,60634,38,12,16,41.95286019,-87.79120741
2027052-20111016,2640 W TOUHY AVE 2 204,CHICAGO,IL,60645,50,18,24,42.01224972,-87.69662872
1999083-20111016,7708 W BELMONT AVE 1ST A,CHICAGO,IL,60634,36,40,16,41.93799248,-87.81936737
1118979-20110616,5931 S ASHLAND AVE  ,CHICAGO,IL,60636,15,37,7,41.78581186,-87.66422644
1119497-20110616,7333 S WESTERN AVE  ,CHICAGO,IL,60636,18,33,8,41.76006026,-87.68297915
2124361-20111017,33 N LA SALLE ST 21 2133,CHICAGO,IL,60602,42,9,1,41.88279771,-87.63224208
1998583-20111016,5848 S KEDZIE AVE 1 1,CHICAGO,IL,60629,14,3,8,41.78661894,-87.70350448
10676-20111016,7525 W BELMONT AVE 1ST ,CHICAGO,IL,60634,36,31,25,41.93784859,-87.8151493
2121444-20111017,4063 N ELSTON AVE 1ST ,CHICAGO,IL,60618,33,9,17,41.95502198,-87.7208705
1122064-20110616,4411-4415 S ARCHER AVE  ,CHICAGO,IL,60632,14,20,8,41.81305725,-87.7056966
2121425-20111014,1319 W CHICAGO AVE 1 1,CHICAGO,IL,60642,27,59,12,41.89607277,-87.66031351
22883-20100816,3100 S PULASKI RD 1ST ,CHICAGO,IL,60623,22,16,10,41.83678964,-87.72449547
62620-20100916,211 W WACKER DR  450,CHICAGO,IL,60606,42,9,1,41.88670788,-87.63431855
83085-20111016,6233 S KEDZIE AVE 1ST ,CHICAGO,IL,60629,15,32,8,41.77979335,-87.70301312
2121379-20111013,2021 W FULTON ST 1ST K 102,CHICAGO,IL,60612,27,27,12,41.88664925,-87.67766943
2121361-20111013,4354 N CENTRAL AVE  ,CHICAGO,IL,60634,38,44,16,41.96031896,-87.76738525
1985709-20111016,2909 N CENTRAL AVE 1ST ,CHICAGO,IL,60634,31,3,25,41.93342115,-87.76617299
20171-20111016,7723 W ADDISON ST  1,CHICAGO,IL,60634,36,12,16,41.94509382,-87.82026344
25148-20111016,6332 W BELMONT AVE GROUND ,CHICAGO,IL,60634,36,41,16,41.93844448,-87.78480831
1166536-20110616,2637 W 51ST ST  ,CHICAGO,IL,60632,14,33,9,41.80093663,-87.69056582
1675711-20101216,3043 W MONTROSE AVE  101A,CHICAGO,IL,60618,33,21,17,41.96109916,-87.70511267
33897-20111016,3140 N AUSTIN AVE 1ST ,CHICAGO,IL,60634,36,36,25,41.93787056,-87.77634412
2069763-20101209,11715 S HALSTED ST 1ST ,CHICAGO,IL,60628,34,59,5,41.68128495,-87.64187862
1167450-20110616,3636 S CALIFORNIA AVE  ,CHICAGO,IL,60632,12,12,9,41.8271393,-87.69488337
1167315-20110616,4386 S ARCHER AVE  ,CHICAGO,IL,60632,14,20,8,41.8137399,-87.70504737
1168215-20110616,5220 S PULASKI RD  ,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
2069767-20101208,150 N MICHIGAN AVE 28TH 2800,CHICAGO,IL,60601,42,,,41.88453096,-87.62460204
1169033-20110616,5220 S PULASKI RD  C211,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
1170136-20110616,5220 S PULASKI RD  C45,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
1473072-20110616,3803 S KEDZIE AVE  ,CHICAGO,IL,60632,12,12,9,41.8242932,-87.70429829
1194049-20110616,5306 S PULASKI RD  ,CHICAGO,IL,60632,23,6,8,41.79658715,-87.72340396
1879277-20111016,3417-3419 N HARLEM AVE 1ST ,CHICAGO,IL,60634,36,,,41.94217349,-87.80674926
1495701-20111016,6012 S PULASKI RD  ,CHICAGO,IL,60629,13,33,8,41.7837384,-87.72305107
72737-20111016,6456 W IRVING PARK RD  ,CHICAGO,IL,60634,38,12,16,41.95299355,-87.78859492
53012-20111016,6012 W BELMONT AVE 1ST ,CHICAGO,IL,60634,36,36,16,41.93855021,-87.776791
1742962-20101216,3109 N MILWAUKEE AVE  ,CHICAGO,IL,60618,30,25,25,41.93751664,-87.72102385
1195224-20110616,2612 W 51ST ST  ,CHICAGO,IL,60632,14,33,9,41.80117133,-87.68973309
10063-20101216,3243 N CALIFORNIA AVE  ,CHICAGO,IL,60618,33,2,17,41.94063112,-87.69771618
1223829-20110616,5220 S PULASKI RD  ,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
1898776-20111016,2640 W TOUHY AVE 1ST 104,CHICAGO,IL,60645,50,18,24,42.01224972,-87.69662872
1225921-20110616,2556 W 51ST ST 1 FRNT,CHICAGO,IL,60632,14,17,9,41.80118531,-87.68897914
1223914-20101216,3401 N CALIFORNIA AVE  ,CHICAGO,IL,60618,33,1,17,41.94289774,-87.69777832
1226588-20110616,5644 S WESTERN AVE  ,CHICAGO,IL,60636,16,11,8,41.7910933,-87.68411066
2121310-20111013,3157 W LAWRENCE AVE 1ST ,CHICAGO,IL,60625,33,26,17,41.9683449,-87.70832897
2121301-20111012,3316 W LAWRENCE AVE 1ST ,CHICAGO,IL,60625,39,22,17,41.96853194,-87.71166399
2121298-20111013,4445 N PULASKI RD FIRST ,CHICAGO,IL,60630,39,,,41.96223481,-87.72771372
2121292-20111013,3701 W 26TH ST FIRST ,CHICAGO,IL,60623,22,,,41.84423964,-87.71729018
1244858-20110616,5912 S ASHLAND AVE  ,CHICAGO,IL,60636,15,2,7,41.78631566,-87.66453145
1245240-20110616,5101 S KILDARE AVE  ,CHICAGO,IL,60632,23,6,8,41.80050179,-87.73057529
1248070-20110616,4600 S KOLIN AVE  ,CHICAGO,IL,60632,14,2,8,41.80949738,-87.73258873
1246410-20110616,4454 S KEDZIE AVE  ,CHICAGO,IL,60632,14,20,8,41.81201011,-87.7042749
1491854-20111016,6605 W MONTROSE AVE  ,CHICAGO,IL,60634,38,19,16,41.96000426,-87.79194522
2115068-20111012,6019-6041 N WESTERN AVE  ,CHICAGO,IL,60659,40,8,24,41.99108678,-87.6895448
2121279-20111012,4754 N ROCKWELL ST 1 ,CHICAGO,IL,60625,47,,,41.96831345,-87.69393757
1096419-20111016,2755 W 63RD ST  ,CHICAGO,IL,60629,15,38,8,41.7790098,-87.69315955
39964-20111016,4106 N NASHVILLE AVE 1ST ,CHICAGO,IL,60634,38,12,16,41.95298776,-87.79150392
7875-20111016,3440 N CENTRAL AVE 1ST ,CHICAGO,IL,60634,38,17,16,41.94347426,-87.76681996
1847347-20111016,3233 N NARRAGANSETT AVE 1ST ,CHICAGO,IL,60634,36,41,16,41.93934652,-87.78595038
1954430-20111016,6740 W BELMONT AVE  ,CHICAGO,IL,60634,36,13,16,41.93828003,-87.79493169
1800046-20111016,6039 W ADDISON ST 1 ,CHICAGO,IL,60634,38,27,16,41.94564637,-87.77805908
1247475-20110616,2648 W 50TH ST  ,CHICAGO,IL,60632,14,33,9,41.80297107,-87.69112391
56436-20111016,5917 W IRVING PARK RD  ,CHICAGO,IL,60634,38,48,16,41.95296418,-87.77502148
59241-20111016,6409 S KEDZIE AVE 1ST ,CHICAGO,IL,60629,15,25,8,41.77686532,-87.70294287
1766209-20111016,6219 W BELMONT AVE 1 ,CHICAGO,IL,60634,36,53,25,41.93826598,-87.7818717
1843801-20111016,2833 N NARRAGANSETT AVE GROUND ,CHICAGO,IL,60634,29,9,25,41.9320047,-87.78557667
2049020-20100730,1249 W FULLERTON AVE 1ST ,CHICAGO,IL,60614,32,47,18,41.92515365,-87.66033461
2068828-20111011,3135 N CENTRAL AVE 1ST ,CHICAGO,IL,60634,30,37,25,41.93780818,-87.76632302
39021-20111016,2940 W 63RD ST # 1ST,CHICAGO,IL,60629,15,15,8,41.77916626,-87.69744813
1999042-20101216,3756 W IRVING PARK RD 1 ,CHICAGO,IL,60618,39,29,17,41.95383696,-87.72257275
1271318-20110616,2738 W 47TH ST  ,CHICAGO,IL,60632,12,27,9,41.8084058,-87.69329995
1271772-20110616,2021 W GARFIELD BLVD  ,CHICAGO,IL,60636,15,43,7,41.79343618,-87.67525328
1272972-20110616,5135 S KEDZIE AVE  ,CHICAGO,IL,60632,14,37,9,41.79976762,-87.70359017
2121233-20111012,1900 N AUSTIN AVE 2 207,CHICAGO,IL,60639,29,,,41.91482043,-87.77555967
52992-20111016,13428 S HOUSTON AVE  ,CHICAGO,IL,60633,10,17,4,41.65088753,-87.54854021
2069716-20101208,1464 W 37TH ST 2ND ,CHICAGO,IL,60609,11,,,41.82699932,-87.66322685
2121224-20111011,904 W BLACKHAWK ST 1ST ,CHICAGO,IL,60642,32,46,18,41.90854807,-87.65132747
1273282-20110616,5220 S PULASKI RD  ,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
2069772-20101208,9301 S HALSTED ST 1 ,CHICAGO,IL,60620,21,5,22,41.7250285,-87.64316289
1273697-20110616,4059 W 47TH ST  ,CHICAGO,IL,60632,14,28,8,41.80773204,-87.72596803
2069773-20101208,51 W 79TH ST 1ST ,CHICAGO,IL,60620,17,21,6,41.75081393,-87.62671101
22890-20100816,3001 S PULASKI RD 1ST ,CHICAGO,IL,60623,22,23,10,41.83863271,-87.72425117
1274989-20110616,6251 S WESTERN AVE  ,CHICAGO,IL,60636,15,33,8,41.77953853,-87.68350199
1275892-20110616,5220 S PULASKI RD  ,CHICAGO,IL,60632,23,6,8,41.79799187,-87.72344374
1276317-20110616,4153 W 47TH ST  ,CHICAGO,IL,60632,23,5,8,41.80770499,-87.72815928
1577305-20110616,5926 S ASHLAND AVE  ,CHICAGO,IL,60636,15,2,7,41.78592086,-87.66452233
1299565-20110616,2341 W MARQUETTE RD  ,CHICAGO,IL,60636,17,58,8,41.77187167,-87.68254409
56215-20111016,8215 W IRVING PARK RD 1ST ,CHICAGO,IL,60634,36,49,16,41.95203751,-87.83244656
1954798-20111016,1736 W GREENLEAF AVE 1ST ,CHICAGO,IL,60626,49,42,24,42.01031466,-87.6738744
15557-20111016,7414 W BELMONT AVE  1ST,CHICAGO,IL,60634,36,10,16,41.93808936,-87.81200847
41463-20111016,6405 N CALIFORNIA AVE 1ST ,CHICAGO,IL,60645,50,19,24,41.99776719,-87.69950146
1333808-20111016,5918 S PULASKI RD  ,CHICAGO,IL,60629,13,33,8,41.78539888,-87.72309288
71605-20111016,2711 W HOWARD ST 1ST ,CHICAGO,IL,60645,50,3,24,42.01925831,-87.69772533
2069795-20101213,11736 S WESTERN AVE 1 ,CHICAGO,IL,60643,19,63,22,41.67981658,-87.68092605
2013452-20111016,3409 N HARLEM AVE 1 ,CHICAGO,IL,60634,36,8,16,41.9419479,-87.80674083
1719156-20111016,6644 N WESTERN AVE  ,CHICAGO,IL,60645,50,20,24,42.00254917,-87.69015464
2078678-20111016,5928 W ADDISON ST  ,CHICAGO,IL,60634,38,36,16,41.94589518,-87.77524777
1299959-20110616,6532 S ASHLAND AVE  ,CHICAGO,IL,60636,15,34,7,41.77483629,-87.66423717
1739441-20111016,3245 N HARLEM AVE  ,CHICAGO,IL,60634,36,8,16,41.93933001,-87.8066473
1301130-20110616,2735 W POPE JOHN PAUL II DR  ,CHICAGO,IL,60632,12,10,9,41.81544932,-87.6933448
1301645-20110616,4017 S KEDZIE AVE  ,CHICAGO,IL,60632,14,22,9,41.8202088,-87.7043007
2069799-20101209,1648 W 79TH ST 1ST FLOOR ,CHICAGO,IL,60620,17,52,6,41.75043858,-87.66538577
1302094-20110616,1841 W 63RD ST  ,CHICAGO,IL,60636,15,40,7,41.77925316,-87.67067693
1620018-20111016,4712 W 63RD ST 1ST ,CHICAGO,IL,60629,13,25,8,41.77856226,-87.74035057
2049059-20100730,1000 W ADAMS ST 1ST ,CHICAGO,IL,60607,2,16,12,41.87924664,-87.65208561
70478-20100916,1657 W CARROLL AVE  1ST,CHICAGO,IL,60612,27,33,12,41.88768665,-87.66936579
2069801-20101209,2800 W PETERSON AVE 1ST ,CHICAGO,IL,60659,50,29,24,41.99055208,-87.6994644
9762-20101016,6401 N ASHLAND AVE  ,CHICAGO,IL,60626,40,7,24,41.99811515,-87.67032204
2121014-20111007,2855 W HARRISON ST  ,CHICAGO,IL,60612,2,41,11,41.87366562,-87.69827769
