ID,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE
1842477-20120816,3346-3348 W 26TH ST 1ST ,CHICAGO,IL,60623,22,29,10,41.84456752,-87.70934455
1842375-20120816,8750 W BRYN MAWR AVE  530,CHICAGO,IL,60631,41,28,16,41.9810632,-87.84567442
1903784-20120816,3314 W 26TH ST 1ST ,CHICAGO,IL,60623,22,1,10,41.84458328,-87.70817529
1927779-20120816,3101 W 26TH ST 1 ,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
1937704-20120816,3115 W 26TH ST 1ST 219,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
1948780-20120816,3558 W 26TH ST 1ST ,CHICAGO,IL,60623,22,18,10,41.84449589,-87.71472882
1960106-20120816,8770 W BRYN MAWR AVE 13 1300,CHICAGO,IL,60631,41,28,16,41.98105716,-87.8463105
1991948-20120816,4212 W 26TH ST  ,CHICAGO,IL,60623,22,23,10,41.84428729,-87.72994537
1963421-20120816,6725 N NORTHWEST HWY FIRST ,CHICAGO,IL,60631,41,5,16,42.00339622,-87.81690192
2032045-20120816,4018 W MADISON ST 1ST ,CHICAGO,IL,60624,28,28,11,41.88082592,-87.72647879
2048174-20120816,955 W 87TH ST 1ST ,CHICAGO,IL,60620,21,6,22,41.73589711,-87.64826122
2043598-20120816,1440 N DAYTON ST 2 205,CHICAGO,IL,60642,32,46,18,41.90756792,-87.64956926
2048539-20120816,3115 W 26TH ST 1 1,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
2048755-20120816,4636 N RAVENSWOOD AVE 1 102,CHICAGO,IL,60640,47,36,19,41.96623471,-87.67479652
2049262-20120816,1147 W OHIO ST 3RD 306,CHICAGO,IL,60642,27,53,12,41.89207601,-87.65648634
2049360-20120816,3947 W LAWRENCE AVE 1ST ,CHICAGO,IL,60625,39,31,17,41.96813815,-87.72749729
2050104-20120816,3101 W 26TH ST 1ST ,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
1646474-20100916,30 S WACKER DR  ,CHICAGO,IL,60606,2,12,1,41.88140721,-87.63715509
19736-20101016,542 S DEARBORN ST 6 650,CHICAGO,IL,60605,2,49,1,41.874862,-87.62936304
12366-20120816,1240 S KEDZIE AVE  ,CHICAGO,IL,60623,24,14,10,41.86513375,-87.70577812
12730-20120816,4444 W OHIO ST 1ST ,CHICAGO,IL,60624,28,30,11,41.8914828,-87.73789219
2147847-20120816,2853 W CERMAK RD  1,CHICAGO,IL,60623,12,7,10,41.85176282,-87.69770415
22737-20120816,3925 W MADISON ST  1,CHICAGO,IL,60624,28,18,11,41.88063904,-87.72395135
24149-20120816,6542 N MILWAUKEE AVE 1ST ,CHICAGO,IL,60631,41,23,16,42.00042064,-87.7908443
42610-20120816,3045 S KEDZIE AVE 1ST ,CHICAGO,IL,60623,12,6,10,41.83772265,-87.70468963
49685-20120816,7224 W TOUHY AVE 1ST ,CHICAGO,IL,60631,41,1,16,42.01180167,-87.80764276
52692-20120816,4245 W CERMAK RD 1ST ,CHICAGO,IL,60623,22,7,10,41.85134201,-87.73127956
28058-20120816,2873 W CERMAK RD  ,CHICAGO,IL,60623,12,7,10,41.8517498,-87.69850333
15072-20101016,208 E 79TH ST  1,CHICAGO,IL,60619,6,8,6,41.75115166,-87.61934937
82826-20120816,2659 S ST LOUIS AVE 1ST ,CHICAGO,IL,60623,22,9,10,41.84267979,-87.71215674
20996-20120816,2833 W CERMAK RD 1ST ,CHICAGO,IL,60623,12,7,10,41.8517786,-87.69690762
1044600-20120816,6553 N AVONDALE AVE  ,CHICAGO,IL,60631,41,7,16,41.99963521,-87.81459106
2026794-20101016,8639 S COTTAGE GROVE AVE 1ST FL ,CHICAGO,IL,60619,8,61,6,41.73730507,-87.60469426
1300239-20120816,1537 S PULASKI RD  ,CHICAGO,IL,60623,24,15,10,41.85958562,-87.72482886
1543443-20120816,3950 W MADISON ST 1ST ,CHICAGO,IL,60624,28,37,11,41.88085129,-87.72458417
1542151-20120816,6323 N AVONDALE AVE  250,CHICAGO,IL,60631,41,37,16,41.99586185,-87.80793148
1545188-20120816,7560 N MILWAUKEE AVE  ,CHICAGO,IL,60631,41,1,16,42.01861354,-87.8074418
1548012-20120816,2700 S HARDING AVE  ,CHICAGO,IL,60623,22,4,10,41.8423315,-87.72342629
1577834-20120816,1300 S KILBOURN AVE  200,CHICAGO,IL,60623,24,25,10,41.86410685,-87.73748498
1598291-20120816,3215 W CERMAK RD  ,CHICAGO,IL,60623,24,57,10,41.8516478,-87.70595258
1143999-20101016,1627 W HOWARD ST  ,CHICAGO,IL,60626,49,5,24,42.01927212,-87.67235334
1681100-20120816,3973 W MADISON ST  B8,CHICAGO,IL,60624,28,18,11,41.88062628,-87.72511154
1821410-20120816,4119 W MADISON ST 1 ,CHICAGO,IL,60624,28,13,11,41.88057729,-87.7289257
1844082-20120816,3544 W 26TH ST  ,CHICAGO,IL,60623,22,18,10,41.84450378,-87.71413713
1875350-20120816,4203 W 26TH ST 1 ,CHICAGO,IL,60623,22,6,10,41.84407326,-87.72955385
1887615-20120816,2458 S MILLARD AVE  3B,CHICAGO,IL,60623,22,13,10,41.84629185,-87.71620995
1933587-20120816,4226 W 26TH ST 1 1,CHICAGO,IL,60623,22,23,10,41.84427968,-87.73049392
1927570-20120816,3977 W MADISON ST FIRST ,CHICAGO,IL,60624,28,18,11,41.88062494,-87.72520824
1959595-20120816,8755 W HIGGINS RD  500,CHICAGO,IL,60631,41,28,16,41.98752558,-87.84508015
52592-20100816,3355 W CERMAK RD 1ST ,CHICAGO,IL,60623,22,29,10,41.85159898,-87.70987991
1964497-20120816,2658 S ST LOUIS AVE 1 ,CHICAGO,IL,60623,22,9,10,41.84267721,-87.71245031
2043582-20120816,8501 W HIGGINS RD 4TH 400,CHICAGO,IL,60631,41,28,16,41.98667789,-87.83935861
2048796-20120816,6434 W ARCHER AVE 1ST ,CHICAGO,IL,60638,23,3,8,41.79242578,-87.78317609
2027558-20120816,3101 W 26TH ST 1 C85-88,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
2036386-20120816,7226 N HARLEM AVE 1 ,CHICAGO,IL,60631,41,1,16,42.01253675,-87.80677483
40678-20101016,1232 W LOYOLA AVE 1ST ,CHICAGO,IL,60626,40,13,24,42.00151756,-87.66219525
2048509-20120816,2459 S LAWNDALE AVE 1ST ,CHICAGO,IL,60623,22,13,10,41.84628573,-87.71713709
2048860-20120816,900 N FRANKLIN ST 7TH 709,CHICAGO,IL,60610,27,28,18,41.89899799,-87.63592067
2049423-20120816,3004 W BELMONT AVE 1 1,CHICAGO,IL,60618,33,2,17,41.93947213,-87.70294456
2060636-20120816,5481 N MILWAUKEE AVE 1 ,CHICAGO,IL,60630,45,34,16,41.98134301,-87.77274393
2049742-20120816,4636 N RAVENSWOOD AVE 1 207,CHICAGO,IL,60640,47,36,19,41.96623471,-87.67479652
2049904-20120816,3723 W HARRISON ST 1ST ,CHICAGO,IL,60624,24,4,11,41.87340777,-87.71899967
1647635-20100916,300 W ADAMS ST  ,CHICAGO,IL,60606,2,12,1,41.87947786,-87.63531103
6879-20120816,6550 N MILWAUKEE AVE 1ST ,CHICAGO,IL,60631,41,23,16,42.00064086,-87.79104092
9371-20120816,3150 W 26TH ST  ,CHICAGO,IL,60623,12,15,10,41.84463048,-87.70464033
36344-20120816,5801 N NORTHWEST HWY 1ST ,CHICAGO,IL,60631,41,21,16,41.98703323,-87.78938143
43229-20120816,2241 S PULASKI RD  1ST,CHICAGO,IL,60623,22,7,10,41.85023435,-87.72457683
2027206-20120816,3248 W 25TH ST  1ST,CHICAGO,IL,60623,22,1,10,41.84641241,-87.70701205
81775-20120816,141 S PULASKI RD 1ST ,CHICAGO,IL,60624,28,18,11,41.87856045,-87.72544931
10865-20120816,3112 W CERMAK RD 1ST ,CHICAGO,IL,60623,24,53,10,41.85189984,-87.70342742
38435-20120816,4147 W OGDEN AVE 3RD ,CHICAGO,IL,60623,22,7,10,41.84983192,-87.72796314
45127-20120816,3823 W 26TH ST 1ST ,CHICAGO,IL,60623,22,28,10,41.84419192,-87.72073669
47856-20120816,2851 S TROY ST 1ST ,CHICAGO,IL,60623,12,6,10,41.83939293,-87.70351406
64146-20120816,3409  -03411 W MADISON ST  1,CHICAGO,IL,60624,28,22,11,41.88080319,-87.71145646
21790-20120816,3101 W 26TH ST  DISCO,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
62971-20120816,3101 W 26TH ST BOOTH 54 ,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
76366-20120816,3645 W 25TH ST 1ST ,CHICAGO,IL,60623,22,13,10,41.84608565,-87.71657691
1093342-20120816,4150 W LAKE ST  ,CHICAGO,IL,60624,28,24,11,41.88582692,-87.73028573
1142644-20120816,2550 S KEDZIE AVE  ,CHICAGO,IL,60623,12,15,10,41.84483254,-87.70519346
1248175-20120816,8615 W BRYN MAWR AVE  ,CHICAGO,IL,60631,41,28,16,41.9809057,-87.84216069
1273730-20120816,6617 N AVONDALE AVE  ,CHICAGO,IL,60631,41,7,16,42.00055803,-87.81622031
1272969-20120816,2500 S DRAKE AVE 1 ,CHICAGO,IL,60623,22,18,10,41.84613436,-87.71376445
1379575-20120816,6011 N NINA AVE  ,CHICAGO,IL,60631,41,64,16,41.99062004,-87.7999688
1447759-20120816,3917 W 26TH ST  ,CHICAGO,IL,60623,22,4,10,41.84416509,-87.7229026
1617008-20120816,3955 W MADISON ST  ,CHICAGO,IL,60624,28,18,11,41.88063087,-87.72467723
1620813-20120816,628 S PULASKI RD  ,CHICAGO,IL,60624,24,42,11,41.87262316,-87.72554824
1743123-20120816,5850 N NORTHWEST HWY 1 ,CHICAGO,IL,60631,41,21,16,41.98765356,-87.79098341
1648191-20100916,150 N WACKER DR  ,CHICAGO,IL,60606,42,9,1,41.88452546,-87.63721639
1845725-20120816,3536 W 26TH ST 1ST ,CHICAGO,IL,60623,22,18,10,41.84450748,-87.71379979
1903595-20120816,3101 W 26TH ST 1 15-16,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
1905195-20120816,7132 N HARLEM AVE 1ST 107,CHICAGO,IL,60631,41,1,16,42.01086109,-87.8067938
1970417-20120816,1350 S KOSTNER AVE 1ST ,CHICAGO,IL,60623,24,25,10,41.86269544,-87.73500525
2008310-20120816,3123 W 26TH ST 1 ,CHICAGO,IL,60623,12,6,10,41.84442423,-87.70357681
2021540-20120816,4014 W 26TH ST 2 ,CHICAGO,IL,60623,22,17,10,41.84435645,-87.72520459
2026933-20120816,3217 W 26TH ST 1 ,CHICAGO,IL,60623,22,8,10,41.84439967,-87.70564523
2048299-20120816,1448 W CHICAGO AVE 1 G,CHICAGO,IL,60642,27,32,12,41.89622879,-87.66436359
2048731-20120816,1445 E 98TH PL 1 ,CHICAGO,IL,60628,8,34,5,41.71574766,-87.58917207
2049059-20120816,1000 W ADAMS ST 1ST ,CHICAGO,IL,60607,2,16,12,41.87924664,-87.65208561
2049174-20120816,3524 W 111TH ST 1 ,CHICAGO,IL,60655,19,51,22,41.69154541,-87.70922714
2049333-20120816,2258 N LINCOLN AVE  ,CHICAGO,IL,60614,43,7,18,41.92312013,-87.6457235
2049655-20120816,141 W JACKSON BLVD 14TH 1404,CHICAGO,IL,60604,2,49,1,41.87802566,-87.63206229
62420-20110216,3312 W PETERSON AVE  1ST,CHICAGO,IL,60659,50,25,17,41.99045663,-87.71219261
6370-20120816,6046- N AVONDALE AVE  ,CHICAGO,IL,60631,41,64,16,41.99107996,-87.7990758
6559-20120816,7208 W PRATT AVE  1ST,CHICAGO,IL,60631,41,4,16,42.0045712,-87.80709916
7724-20120816,350 S PULASKI RD  ,CHICAGO,IL,60624,24,59,11,41.87556279,-87.72564113
24560-20120816,3940 W MADISON ST  ,CHICAGO,IL,60624,28,37,11,41.88085397,-87.72434284
57607-20120816,2543 S KEDZIE AVE  1,CHICAGO,IL,60623,12,15,10,41.84506311,-87.70490562
1771143-20100816,6333 N NORTHWEST HWY  ,CHICAGO,IL,60631,41,11,16,41.99667285,-87.80604905
66785-20100816,3803 W ROOSEVELT RD  ,CHICAGO,IL,60624,24,28,10,41.86612813,-87.72026401
59050-20120816,3101 W 26TH ST  LOT 8,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
67826-20120816,8725 W HIGGINS RD  290,CHICAGO,IL,60631,41,28,16,41.9874096,-87.84438867
1648202-20100916,209 W LAKE ST  ,CHICAGO,IL,60606,42,9,1,41.88561956,-87.63427571
12180-20120816,3857 W ROOSEVELT RD  1ST,CHICAGO,IL,60624,24,28,10,41.86609916,-87.72248889
55063-20120816,4350 W OHIO ST 1ST ,CHICAGO,IL,60624,28,30,11,41.89153683,-87.73529404
1921252-20120816,6052 N AVONDALE AVE 1ST ,CHICAGO,IL,60631,41,52,16,41.99116179,-87.79954688
1272428-20120816,3101 W 26TH ST  ,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
1329796-20120816,6712 N NORTHWEST HWY  ,CHICAGO,IL,60631,41,5,16,42.0029782,-87.81669617
1517395-20120816,4035 W MADISON ST  ,CHICAGO,IL,60624,28,13,11,41.88059932,-87.72708215
1543395-20120816,6575 N AVONDALE AVE  101,CHICAGO,IL,60631,41,7,16,41.99996352,-87.81517068
1575394-20120816,6007 N NINA AVE  ,CHICAGO,IL,60631,41,64,16,41.99052186,-87.80006772
1616807-20120816,4156 W ROOSEVELT RD  ,CHICAGO,IL,60624,24,48,11,41.86621354,-87.72992635
1622048-20120816,3445 W MADISON ST  ,CHICAGO,IL,60624,28,22,11,41.8807839,-87.71291484
1645035-20120816,2803 S TROY ST  ,CHICAGO,IL,60623,12,6,10,41.84075311,-87.70355004
1695042-20120816,3607 W 26TH ST  ,CHICAGO,IL,60623,22,28,10,41.84427013,-87.71512046
1799757-20120816,6585 N AVONDALE AVE 1 ,CHICAGO,IL,60631,41,7,16,42.00011208,-87.81543583
1846764-20120816,1252 S PULASKI RD 1ST FLOOR 1ST,CHICAGO,IL,60623,24,22,10,41.86460187,-87.72526813
1868108-20120816,3115 W 26TH ST 1 ,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
1868521-20120816,8430 W BRYN MAWR AVE 1ST 100,CHICAGO,IL,60631,41,29,16,41.98121021,-87.83801332
1879146-20120816,7264 W PETERSON AVE 1ST ,CHICAGO,IL,60631,41,20,16,41.9900191,-87.80928807
1899710-20120816,2813 S KEDZIE AVE 1ST FL ,CHICAGO,IL,60623,12,6,10,41.84048144,-87.70477156
1899357-20120816,4066 W 26TH ST 1ST ,CHICAGO,IL,60623,22,17,10,41.84432747,-87.72726811
1921981-20120816,8755 W HIGGINS RD  ,CHICAGO,IL,60631,41,28,16,41.98752558,-87.84508015
2031393-20120816,2214 S KEDZIE AVE 1ST-FRONT ,CHICAGO,IL,60623,24,57,10,41.85127764,-87.70538573
1942809-20120816,7562 N MILWAUKEE AVE 1ST ,CHICAGO,IL,60631,41,1,16,42.0186582,-87.80747986
1985535-20120816,3101 W 26TH ST 1 16,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
2021596-20120816,3115 W 26TH ST 1ST 102,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
2032984-20120816,8725 W HIGGINS RD 10 1000,CHICAGO,IL,60631,41,28,16,41.9874096,-87.84438867
2043591-20120816,8770 W BRYN MAWR AVE 13 1300,CHICAGO,IL,60631,41,28,16,41.98105716,-87.8463105
2048634-20120816,231 S LA SALLE ST 20 2000,CHICAGO,IL,60604,42,9,1,41.87854293,-87.63212058
2048770-20120816,401 S LA SALLE ST 15TH 1502,CHICAGO,IL,60605,2,49,1,41.87681397,-87.63162266
2048826-20120816,1444 W FULLERTON AVE 1 ,CHICAGO,IL,60614,32,13,19,41.9253029,-87.66508479
2048830-20120816,449 N CLARK ST SECOND 205,CHICAGO,IL,60654,42,55,18,41.89071401,-87.63095644
2049182-20120816,1613 W 87TH ST 1ST ,CHICAGO,IL,60620,21,4,22,41.73567225,-87.66359151
2049541-20120816,10 S LA SALLE ST 36TH 3600,CHICAGO,IL,60603,42,9,1,41.88167476,-87.63250419
20258-20120816,4300 W FERDINAND ST  ,CHICAGO,IL,60624,28,30,11,41.88985818,-87.7333775
6802-20120816,6664 N NORTHWEST HWY 1ST ,CHICAGO,IL,60631,41,5,16,42.00196324,-87.81509335
14082-20120816,1515 S PULASKI RD  1ST,CHICAGO,IL,60623,24,15,10,41.86020915,-87.72484733
16850-20120816,2522 S ST LOUIS AVE  1,CHICAGO,IL,60623,22,18,10,41.84552352,-87.71252838
28240-20120816,3500 -3504 W 26TH ST 1ST ,CHICAGO,IL,60623,22,18,10,41.8445211,-87.71241551
29473-20120816,3965 W MADISON ST  1ST,CHICAGO,IL,60624,28,18,11,41.88062843,-87.72491872
38603-20120816,2746 S KILDARE AVE 1ST ,CHICAGO,IL,60623,22,2,10,41.84090732,-87.73190544
52651-20120816,2110 S MARSHALL BLVD 1ST ,CHICAGO,IL,60623,24,53,10,41.85337274,-87.69928596
8607-20120816,4329 W 26TH ST 1 ,CHICAGO,IL,60623,22,6,10,41.84403704,-87.73216054
28821-20120816,3044 W CERMAK RD  1ST,CHICAGO,IL,60623,24,53,10,41.85191721,-87.7021621
35881-20120816,3979 W MADISON ST  ,CHICAGO,IL,60624,28,18,11,41.88062427,-87.7252566
55559-20120816,4013 W FIFTH AVE 1ST ,CHICAGO,IL,60624,24,42,11,41.87273901,-87.72589921
59431-20120816,2705 S DRAKE AVE  1,CHICAGO,IL,60623,22,9,10,41.8423659,-87.71337128
25726-20120816,4011 W MADISON ST  1ST,CHICAGO,IL,60624,28,13,11,41.88060958,-87.72617037
1909246-20120816,1330 S KOSTNER AVE 1 ,CHICAGO,IL,60623,24,25,10,41.8632618,-87.73502544
1358141-20120816,4332 W FERDINAND ST  ,CHICAGO,IL,60624,28,30,11,41.88983313,-87.73458845
63125-20120816,3455 W ROOSEVELT RD  ,CHICAGO,IL,60624,24,21,10,41.86621402,-87.71270595
75280-20120816,3115 W 26TH ST  210,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
1165679-20120816,3115 W 26TH ST  ,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
2060615-20101007,4100 N MARINE DR REAR 1ST,CHICAGO,IL,60613,46,39,19,41.95580658,-87.64571678
1225324-20120816,1559 S PULASKI RD  ,CHICAGO,IL,60623,24,15,10,41.85896169,-87.72481049
1742178-20120816,3570 W FIFTH AVE  ,CHICAGO,IL,60624,28,25,11,41.87581346,-87.71566082
1422468-20120816,8609 W BRYN MAWR AVE  208,CHICAGO,IL,60631,41,28,16,41.98090971,-87.84193376
2060633-20101008,135 S LA SALLE ST 21ST 2100,CHICAGO,IL,60603,42,9,1,41.88018219,-87.63216718
1543582-20120816,3960 W MADISON ST  ,CHICAGO,IL,60624,28,37,11,41.88084899,-87.72482624
1576540-20120816,6655 N AVONDALE AVE  ,CHICAGO,IL,60631,41,7,16,42.00124096,-87.81743719
1769898-20120816,4137 W 26TH ST 1ST ,CHICAGO,IL,60623,22,17,10,41.84409341,-87.72834669
1800286-20120816,2329 S TROY ST 1 ,CHICAGO,IL,60623,24,57,10,41.8491184,-87.70380115
1801939-20120816,3308 W 26TH ST 1 ,CHICAGO,IL,60623,22,1,10,41.84458624,-87.70790231
1869957-20120816,6178 N NORTHWEST HWY 1ST ,CHICAGO,IL,60631,41,16,16,41.99395807,-87.80197671
1884965-20120816,6219 N NORTHWEST HWY 1ST ,CHICAGO,IL,60631,41,16,16,41.99476714,-87.80285511
1921643-20120816,6465 N AVONDALE AVE  ,CHICAGO,IL,60631,41,7,16,41.99834144,-87.8123055
1915900-20120816,6309 N NORTHWEST HWY  ,CHICAGO,IL,60631,41,15,16,41.9961659,-87.80519723
1932470-20120816,7646 W TOUHY AVE 1ST ,CHICAGO,IL,60631,41,2,16,42.01152753,-87.81818594
1947621-20120816,2500 S HAMLIN AVE 1ST ,CHICAGO,IL,60623,22,13,10,41.84606973,-87.71987095
1974051-20120816,8770 W BRYN MAWR AVE 13 1300,CHICAGO,IL,60631,41,28,16,41.98105716,-87.8463105
2022047-20120816,3115 W 26TH ST 1 230,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
2031556-20120816,155 N WACKER DR 4 400,CHICAGO,IL,60606,42,9,1,41.88461562,-87.63668236
2043295-20120816,1335 W 18TH ST 1 1,CHICAGO,IL,60608,25,24,12,41.85778226,-87.66031581
2048273-20120816,4951 W NORTH AVE  ,CHICAGO,IL,60639,37,43,25,41.90945777,-87.75064109
2048529-20120816,525 W MONROE ST 13 1350,CHICAGO,IL,60661,2,12,1,41.88046315,-87.64080388
2048923-20120816,108 N STATE ST LL ,CHICAGO,IL,60602,42,9,1,41.88342264,-87.62802165
6845-20120816,3355 W 31ST ST  ,CHICAGO,IL,60623,22,15,10,41.83703936,-87.70947264
1771677-20120816,3911 W 26TH ST 1 ,CHICAGO,IL,60623,22,4,10,41.84416771,-87.72262754
15968-20120816,6316 N NORTHWEST HWY 1ST ,CHICAGO,IL,60631,41,16,16,41.99611143,-87.80557732
33485-20120816,4150 W 26TH ST 1ST ,CHICAGO,IL,60623,22,17,10,41.84429988,-87.7291204
7196-20120816,7570 N MILWAUKEE AVE 1ST ,CHICAGO,IL,60631,41,1,16,42.0188262,-87.80763554
33530-20120816,3827 W HARRISON ST 1ST ,CHICAGO,IL,60624,24,20,11,41.87338193,-87.72157085
34090-20120816,6538 N MILWAUKEE AVE 1ST ,CHICAGO,IL,60631,41,23,16,42.0002793,-87.79071754
36815-20120816,6001 N NINA AVE  ,CHICAGO,IL,60631,41,64,16,41.99037447,-87.80021753
36972-20120816,7708 W TOUHY AVE 1ST ,CHICAGO,IL,60631,41,2,16,42.01150805,-87.81914454
38810-20120816,4343 W MADISON ST  ,CHICAGO,IL,60624,28,11,11,41.88050935,-87.73474253
44604-20120816,3126 W 26TH ST 1ST ,CHICAGO,IL,60623,12,15,10,41.84464157,-87.7037517
45893-20120816,2121 S PULASKI RD 1ST ,CHICAGO,IL,60623,24,40,10,41.85275188,-87.72463926
64836-20120816,6547 N AVONDALE AVE  301,CHICAGO,IL,60631,41,7,16,41.99954557,-87.81443308
67105-20120816,7744 W DEVON AVE 1ST ,CHICAGO,IL,60631,41,7,16,41.9969811,-87.8207676
1914371-20110216,2701 W PETERSON AVE 1ST ,CHICAGO,IL,60659,40,10,20,41.99034633,-87.69702592
1195171-20120816,6190 N NORTHWEST HWY  ,CHICAGO,IL,60631,41,16,16,41.99417214,-87.80233308
1247483-20120816,3115 W 26TH ST  ,CHICAGO,IL,60623,12,6,10,41.84442867,-87.70323687
2060647-20101008,6020 S ARCHER AVE 1ST ,CHICAGO,IL,60638,23,45,8,41.79504138,-87.76749265
1302520-20120816,3114 W CERMAK RD 1ST ,CHICAGO,IL,60623,24,53,10,41.85189827,-87.70351912
2670-20110216,3000 N BROADWAY   ,CHICAGO,IL,60657,44,6,19,41.93656653,-87.64442862
1442263-20120816,1309 S KEDZIE AVE  ,CHICAGO,IL,60623,24,14,10,41.86425324,-87.70545891
1444219-20120816,3401 W 26TH ST  ,CHICAGO,IL,60623,22,9,10,41.84433949,-87.70996871
1548010-20120816,8501 W HIGGINS RD  100,CHICAGO,IL,60631,41,29,16,41.98667789,-87.83935861
1593940-20120816,2556 S SPRINGFIELD AVE  ,CHICAGO,IL,60623,22,4,10,41.84443067,-87.72226244
1646458-20120816,8600 W BRYN MAWR AVE  ,CHICAGO,IL,60631,41,28,16,41.98113455,-87.84163842
2794-20110216,1458 W BELMONT AVE 1ST ,CHICAGO,IL,60657,32,7,19,41.93984165,-87.66612419
1845372-20120816,7284 W DEVON AVE LOWER LEVEL ,CHICAGO,IL,60631,41,37,16,41.99726534,-87.8098162
1846728-20120816,3345 W 31ST ST 1ST ,CHICAGO,IL,60623,22,15,10,41.83704718,-87.70902534
1846793-20120816,4038 W ROOSEVELT RD  ,CHICAGO,IL,60624,24,48,11,41.86625983,-87.7267085
1848359-20120816,3101 W 26TH ST 1ST C46-48,CHICAGO,IL,60623,12,6,10,41.8444375,-87.70262831
1868430-20120816,3200 S KOLIN AVE  ,CHICAGO,IL,60623,22,16,10,41.83485278,-87.73295308
1873916-20120816,3107 W 26TH ST 1ST ,CHICAGO,IL,60623,12,6,10,41.84443213,-87.70289785
1942461-20120816,3001 S KILBOURN AVE 1 1,CHICAGO,IL,60623,22,5,10,41.83851758,-87.73640797
1947990-20120816,5917 N NORTHWEST HWY 1ST ,CHICAGO,IL,60631,41,21,16,41.98851536,-87.79203514
1968914-20120816,3825 W 26TH ST 1 1,CHICAGO,IL,60623,22,28,10,41.84419028,-87.72082805
1985423-20120816,200 S WACKER DR 15 1500,CHICAGO,IL,60606,2,12,1,41.87928364,-87.6371007
5054-20110216,851 W BELMONT AVE  1,CHICAGO,IL,60657,44,20,19,41.93984335,-87.65125514
2147850-20120816,2640 N HALSTED ST  ,CHICAGO,IL,60614,43,50,19,41.93023596,-87.64907507
2048219-20120816,1255 W 18TH ST 1 1,CHICAGO,IL,60608,25,17,12,41.85780293,-87.65864261
2048583-20120816,8334 S STONY ISLAND AVE 1ST ,CHICAGO,IL,60617,8,53,4,41.74318019,-87.5859301
2048801-20120816,5843 W FULLERTON AVE 1ST ,CHICAGO,IL,60639,30,17,25,41.92376737,-87.77259593
2048835-20120816,2338 W MORSE AVE 1 1B,CHICAGO,IL,60645,50,37,24,42.00727958,-87.68957492
2048931-20120816,122 E 35TH ST 1 B,CHICAGO,IL,60616,3,53,2,41.83116426,-87.62219866
2049020-20120816,1249 W FULLERTON AVE 1ST ,CHICAGO,IL,60614,32,47,18,41.92515365,-87.66033461
2049197-20120816,4124 N LINCOLN AVE 1 #1,CHICAGO,IL,60618,47,35,19,41.95665502,-87.68067618
2049265-20120816,350 W ERIE ST 2ND FLOOR ,CHICAGO,IL,60654,42,68,18,41.89405488,-87.63760406
2049446-20120816,1358 W RANDOLPH ST 2 2E,CHICAGO,IL,60607,27,33,12,41.88429171,-87.66106144
2049530-20120816,135 S PULASKI RD 1 ,CHICAGO,IL,60624,28,18,11,41.87876157,-87.72545566
2049548-20120816,448 E 43RD ST 1 ,CHICAGO,IL,60653,3,2,2,41.8167837,-87.61455866
2049612-20120816,222 W MERCHANDISE MART PLZ 9TH 900,CHICAGO,IL,60654,42,14,18,41.88807428,-87.6349552
2049936-20120816,233 E ERIE ST 6 610,CHICAGO,IL,60611,42,41,18,41.89406316,-87.62139584
5277-20110216,3475 N BROADWAY  1ST ,CHICAGO,IL,60657,46,43,19,41.94530024,-87.64585978
5799-20110216,3251 N BROADWAY   1,CHICAGO,IL,60657,44,46,19,41.9415338,-87.6443003
66205-20120816,8755 W HIGGINS RD  ,CHICAGO,IL,60631,41,28,16,41.98752558,-87.84508015
55431-20120816,2727 W CHICAGO AVE  1,CHICAGO,IL,60622,26,33,12,41.8955502,-87.69519683
1578756-20100816,7510 N HARLEM AVE  ,CHICAGO,IL,60631,41,1,16,42.01743711,-87.80671523
2636-20120816,4234 W 26TH ST  ,CHICAGO,IL,60623,22,30,10,41.8442732,-87.73102407
7449-20120816,6754 N NORTHWEST HWY  1ST,CHICAGO,IL,60631,41,5,16,42.00372005,-87.81786804
10551-20120816,4335 W 25TH PL  1ST,CHICAGO,IL,60623,22,6,10,41.84494462,-87.73260299
11810-20120816,6830 W ARDMORE AVE  1ST,CHICAGO,IL,60631,41,52,16,41.986612,-87.79884927
21822-20120816,4031 W MADISON ST  1,CHICAGO,IL,60624,28,13,11,41.88060145,-87.72693013
